country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
RUS,1976,1,short,1,9,3,1,1,1,3,8,11,19,39,74,127,217,360,686,1269,2463,4440,8624,17453,.,.,.,.,.,.
RUS,1976,1,short,1,10,10208,497,61,27,33,42,58,110,154,271,379,536,749,1032,1400,1906,2424,2887,3710,.,.,.,.,.,.
RUS,1976,1,short,1,11,99,17,8,7,11,17,33,60,115,260,467,865,1383,2369,3875,6716,10870,15450,21881,.,.,.,.,.,.
RUS,1976,1,short,1,12,912,42,19,15,25,50,94,167,254,354,482,686,815,1079,1353,1766,2091,2380,2145,.,.,.,.,.,.
RUS,1976,1,short,1,13,74,8,5,9,10,10,11,13,14,18,25,33,45,52,52,73,38,106,139,.,.,.,.,.,.
RUS,1976,1,short,1,14,33,8,7,10,23,37,41,68,77,98,132,173,231,340,506,963,1504,2016,2267,.,.,.,.,.,.
RUS,1976,1,short,1,15,20952,158,55,36,37,24,19,13,12,11,13,12,10,13,9,11,23,16,28,.,.,.,.,.,.
RUS,1976,1,short,1,16,1133,516,462,378,1292,2612,3011,3618,4070,4379,4381,3858,3533,2879,2772,2672,2869,3142,4153,.,.,.,.,.,.
RUS,1977,1,short,1,0,36142,1636,887,721,1762,3267,4209,5253,7512,9312,12868,16842,23265,34119,47512,71409,104693,151979,231592,.,.,.,.,.,.
RUS,1977,1,short,1,1,3132,183,40,27,30,55,87,158,276,352,487,612,788,924,955,1102,1062,817,678,.,.,.,.,.,.
RUS,1977,1,short,1,2,120,114,103,78,102,113,159,274,553,1040,2279,3901,6210,9224,11807,14370,14691,12390,9805,.,.,.,.,.,.
RUS,1977,1,short,1,3,119,11,5,5,6,5,4,6,7,8,11,14,23,28,25,41,35,42,15,.,.,.,.,.,.
RUS,1977,1,short,1,4,64,11,3,2,4,6,11,15,19,24,27,42,58,79,101,151,167,198,77,.,.,.,.,.,.
RUS,1977,1,short,1,5,3,5,9,8,12,13,27,56,81,82,95,94,93,83,60,59,57,85,100,.,.,.,.,.,.
RUS,1977,1,short,1,6,401,95,50,48,56,64,64,76,93,100,112,129,126,114,134,136,157,187,211,.,.,.,.,.,.
RUS,1977,1,short,1,7,50,10,13,15,58,103,231,491,1073,1706,2762,4165,6162,9843,14719,24721,41008,67002,112720,.,.,.,.,.,.
RUS,1977,1,short,1,8,2,1,2,2,8,24,49,103,217,386,737,1392,2573,5132,8599,14791,24386,37822,57465,.,.,.,.,.,.
RUS,1977,1,short,1,9,9,2,2,2,5,12,11,23,41,71,118,214,333,685,1147,2280,4087,7777,17470,.,.,.,.,.,.
RUS,1977,1,short,1,10,9586,465,57,34,41,44,55,99,173,253,393,526,700,1052,1320,1826,2232,2649,3325,.,.,.,.,.,.
RUS,1977,1,short,1,11,109,16,9,7,14,26,31,68,123,233,495,821,1397,2483,3880,6680,10159,15215,20284,.,.,.,.,.,.
RUS,1977,1,short,1,12,903,43,14,17,27,46,93,156,283,352,482,637,864,1100,1313,1586,2011,2132,2241,.,.,.,.,.,.
RUS,1977,1,short,1,13,77,10,6,7,11,9,9,10,18,20,27,34,43,53,61,56,63,73,84,.,.,.,.,.,.
RUS,1977,1,short,1,14,36,9,6,9,23,37,45,52,79,102,127,169,237,328,524,953,1621,2110,2803,.,.,.,.,.,.
RUS,1977,1,short,1,15,20267,148,57,35,32,25,20,18,17,10,10,13,10,8,12,10,16,16,44,.,.,.,.,.,.
RUS,1977,1,short,1,16,1264,513,511,425,1332,2682,3311,3649,4459,4574,4705,4081,3648,2983,2854,2647,2941,3465,4275,.,.,.,.,.,.
RUS,1978,1,short,1,0,35827,1621,774,691,1742,3227,4267,5066,7601,9271,13109,17259,23866,34602,47405,71106,101872,155198,229152,.,.,.,.,.,.
RUS,1978,1,short,1,1,2982,171,34,22,27,48,91,136,284,367,451,577,719,835,886,988,950,728,649,.,.,.,.,.,.
RUS,1978,1,short,1,2,105,119,93,77,100,108,153,251,574,1016,2240,3910,6173,9217,11634,14245,14313,12292,8983,.,.,.,.,.,.
RUS,1978,1,short,1,3,109,10,4,5,6,7,6,3,9,8,9,11,19,33,25,35,24,13,23,.,.,.,.,.,.
RUS,1978,1,short,1,4,98,12,2,3,4,7,11,17,18,25,33,45,66,78,99,137,149,118,120,.,.,.,.,.,.
RUS,1978,1,short,1,5,5,4,9,5,10,10,30,51,79,86,102,96,91,82,66,64,53,24,71,.,.,.,.,.,.
RUS,1978,1,short,1,6,368,86,46,42,56,58,66,70,91,93,113,119,138,110,138,126,118,144,190,.,.,.,.,.,.
RUS,1978,1,short,1,7,29,12,6,13,49,100,241,514,1175,1794,2944,4336,6598,10199,15050,24582,39360,69473,112358,.,.,.,.,.,.
RUS,1978,1,short,1,8,7,2,1,1,4,18,48,103,229,364,767,1412,2755,5141,8560,15020,24488,40279,60059,.,.,.,.,.,.
RUS,1978,1,short,1,9,3,1,1,1,5,12,11,16,39,58,122,205,340,709,1173,2331,4285,8330,16494,.,.,.,.,.,.
RUS,1978,1,short,1,10,9592,476,46,26,30,30,51,89,174,247,395,552,727,1065,1326,1785,2133,2467,2977,.,.,.,.,.,.
RUS,1978,1,short,1,11,122,15,7,7,12,15,35,54,115,238,505,899,1467,2517,3829,6560,9726,13849,18235,.,.,.,.,.,.
RUS,1978,1,short,1,12,646,36,11,14,26,46,97,165,280,359,515,672,906,1094,1310,1653,1875,2004,2068,.,.,.,.,.,.
RUS,1978,1,short,1,13,56,8,5,8,8,7,10,12,15,21,24,33,48,49,59,53,84,69,129,.,.,.,.,.,.
RUS,1978,1,short,1,14,22,6,5,9,23,36,42,44,79,97,125,170,214,341,540,935,1455,2232,2687,.,.,.,.,.,.
RUS,1978,1,short,1,15,20514,158,64,41,38,26,18,17,12,12,13,10,13,13,7,9,17,15,26,.,.,.,.,.,.
RUS,1978,1,short,1,16,1168,503,440,417,1344,2700,3357,3524,4429,4483,4751,4215,3595,3118,2704,2582,2839,3160,4083,.,.,.,.,.,.
RUS,1979,1,short,1,0,34640,1574,837,714,1798,3281,4352,5314,7841,9779,13611,17954,24305,34968,48879,72825,106506,158794,245844,.,.,.,.,.,.
RUS,1979,1,short,1,1,3073,162,28,19,32,54,96,164,301,377,485,586,714,820,846,942,983,800,733,.,.,.,.,.,.
RUS,1979,1,short,1,2,111,110,95,79,97,106,147,245,554,1045,2281,4048,6194,9167,11858,13965,14494,12627,9452,.,.,.,.,.,.
RUS,1979,1,short,1,3,126,9,5,4,7,6,7,6,7,7,8,15,14,21,24,39,32,58,33,.,.,.,.,.,.
RUS,1979,1,short,1,4,98,13,2,3,4,7,12,14,27,25,34,45,64,83,118,135,191,162,137,.,.,.,.,.,.
RUS,1979,1,short,1,5,5,6,17,12,12,14,33,73,102,117,116,127,122,106,76,59,63,63,103,.,.,.,.,.,.
RUS,1979,1,short,1,6,350,94,56,40,57,61,64,74,102,105,120,121,155,121,118,126,149,190,198,.,.,.,.,.,.
RUS,1979,1,short,1,7,38,7,7,13,57,98,257,516,1210,1897,3032,4483,6718,10466,15645,25962,42768,70285,120384,.,.,.,.,.,.
RUS,1979,1,short,1,8,1,1,1,1,6,14,50,101,239,418,795,1521,2738,5282,9078,15528,24987,40570,63814,.,.,.,.,.,.
RUS,1979,1,short,1,9,4,1,1,1,6,10,15,21,36,74,108,197,348,683,1191,2380,4208,8808,17356,.,.,.,.,.,.
RUS,1979,1,short,1,10,8740,463,53,33,34,46,51,102,212,278,433,576,776,1037,1285,1752,2227,2651,3220,.,.,.,.,.,.
RUS,1979,1,short,1,11,107,15,7,8,12,17,29,60,128,240,530,891,1550,2470,3813,6618,10169,14867,20979,.,.,.,.,.,.
RUS,1979,1,short,1,12,595,35,13,13,26,47,96,178,302,408,540,705,898,1168,1401,1665,1888,1995,2235,.,.,.,.,.,.
RUS,1979,1,short,1,13,50,8,6,10,8,8,9,12,17,22,25,30,50,49,54,60,54,139,174,.,.,.,.,.,.
RUS,1979,1,short,1,14,20,6,4,7,19,35,42,50,76,101,132,167,206,311,520,947,1544,2403,2837,.,.,.,.,.,.
RUS,1979,1,short,1,15,20021,141,50,33,37,27,17,11,9,12,11,11,16,10,8,10,15,24,18,.,.,.,.,.,.
RUS,1979,1,short,1,16,1302,505,493,437,1383,2729,3427,3684,4520,4657,4963,4432,3741,3174,2845,2635,2735,3152,4170,.,.,.,.,.,.
RUS,1980,1,short,1,0,34199,1691,799,677,1825,3227,4351,5466,7959,9907,13827,18309,24818,35265,49316,72754,105812,161104,246586,.,.,.,.,.,.
RUS,1980,1,short,1,1,3014,170,31,23,36,55,105,183,340,395,484,605,678,796,822,866,815,791,711,.,.,.,.,.,.
RUS,1980,1,short,1,2,101,115,84,77,98,113,151,256,555,1082,2231,4067,6254,9093,11778,13939,14462,13040,9883,.,.,.,.,.,.
RUS,1980,1,short,1,3,111,11,4,5,5,6,6,5,6,8,14,14,14,21,21,33,26,33,77,.,.,.,.,.,.
RUS,1980,1,short,1,4,86,13,3,2,4,11,10,18,25,32,41,48,75,71,116,134,167,170,134,.,.,.,.,.,.
RUS,1980,1,short,1,5,2,9,13,12,15,14,39,69,101,113,122,130,128,116,96,81,73,99,94,.,.,.,.,.,.
RUS,1980,1,short,1,6,407,96,50,42,63,61,64,77,107,101,124,117,146,123,125,123,125,166,237,.,.,.,.,.,.
RUS,1980,1,short,1,7,31,8,13,14,58,108,245,553,1203,1911,3089,4528,6794,10619,15844,25964,41901,72502,121103,.,.,.,.,.,.
RUS,1980,1,short,1,8,6,1,1,2,7,25,53,102,232,403,821,1494,2821,5284,8937,15309,24805,40301,62304,.,.,.,.,.,.
RUS,1980,1,short,1,9,5,1,3,4,7,7,11,23,44,65,116,200,360,760,1336,2624,4569,9510,18794,.,.,.,.,.,.
RUS,1980,1,short,1,10,8420,535,68,39,47,38,66,111,204,288,451,604,767,1050,1337,1726,2149,2568,3041,.,.,.,.,.,.
RUS,1980,1,short,1,11,89,20,8,6,13,21,36,73,157,254,539,904,1528,2422,3888,6284,9845,13550,20102,.,.,.,.,.,.
RUS,1980,1,short,1,12,501,31,13,13,28,47,101,195,345,427,586,759,1055,1259,1582,1945,2313,2672,2853,.,.,.,.,.,.
RUS,1980,1,short,1,13,57,5,5,7,11,9,10,16,18,22,25,34,56,57,52,61,57,61,107,.,.,.,.,.,.
RUS,1980,1,short,1,14,25,7,6,7,20,35,43,51,81,112,141,167,233,318,538,896,1532,2364,2660,.,.,.,.,.,.
RUS,1980,1,short,1,15,20187,159,53,34,39,26,18,12,15,14,15,14,17,11,16,8,17,22,27,.,.,.,.,.,.
RUS,1980,1,short,1,16,1158,510,444,391,1374,2653,3394,3721,4525,4680,5029,4624,3892,3265,2826,2760,2957,3256,4461,.,.,.,.,.,.
RUS,1981,1,short,1,0,33809,1681,880,708,1803,3257,4356,5549,7384,9908,13288,18203,24188,34619,49230,70888,103352,156008,240596,.,.,.,.,.,.
RUS,1981,1,short,1,1,3294,197,29,19,29,53,91,183,277,377,443,502,575,638,728,721,669,660,601,.,.,.,.,.,.
RUS,1981,1,short,1,2,104,113,97,66,95,115,140,263,529,1104,2180,4176,6386,9007,12141,13848,14718,13320,9598,.,.,.,.,.,.
RUS,1981,1,short,1,3,84,8,4,4,6,6,6,6,7,10,10,16,20,19,31,39,41,25,54,.,.,.,.,.,.
RUS,1981,1,short,1,4,74,7,2,2,3,7,14,17,21,26,32,43,66,98,121,120,160,64,144,.,.,.,.,.,.
RUS,1981,1,short,1,5,4,8,19,14,15,18,37,70,111,131,147,159,134,114,104,60,63,93,69,.,.,.,.,.,.
RUS,1981,1,short,1,6,427,107,55,52,63,61,68,83,109,105,130,127,144,128,131,119,146,188,225,.,.,.,.,.,.
RUS,1981,1,short,1,7,66,11,11,12,51,101,227,554,1074,1908,2956,4448,6535,10346,15523,25217,40669,68932,118199,.,.,.,.,.,.
RUS,1981,1,short,1,8,4,1,3,1,9,19,44,103,217,414,792,1475,2787,5361,9184,15519,25373,40700,63127,.,.,.,.,.,.
RUS,1981,1,short,1,9,3,1,1,2,6,9,11,15,30,59,100,179,323,671,1218,2300,4103,8810,17036,.,.,.,.,.,.
RUS,1981,1,short,1,10,7438,479,53,28,40,40,56,109,178,281,418,566,700,949,1172,1553,1858,2331,2799,.,.,.,.,.,.
RUS,1981,1,short,1,11,90,19,7,9,17,23,38,67,134,243,502,901,1410,2335,3700,5818,8937,13126,18105,.,.,.,.,.,.
RUS,1981,1,short,1,12,423,40,13,13,29,53,98,186,302,440,575,755,1003,1284,1595,1813,2027,2297,2256,.,.,.,.,.,.
RUS,1981,1,short,1,13,44,6,5,5,8,9,11,13,17,22,28,34,52,63,68,67,55,81,76,.,.,.,.,.,.
RUS,1981,1,short,1,14,20,6,4,8,19,29,43,57,68,101,134,165,237,351,576,934,1591,2168,2553,.,.,.,.,.,.
RUS,1981,1,short,1,15,20546,150,41,32,31,25,18,13,20,10,14,14,14,15,15,12,25,32,32,.,.,.,.,.,.
RUS,1981,1,short,1,16,1186,528,534,440,1382,2690,3456,3812,4290,4675,4829,4645,3804,3244,2920,2745,2917,3180,5720,.,.,.,.,.,.
RUS,1982,1,short,1,0,32578,1496,771,630,1695,3064,4160,5175,6630,9712,12572,18165,23881,34491,48789,68413,100021,148501,229825,.,.,.,.,.,.
RUS,1982,1,short,1,1,2943,184,24,14,32,51,96,167,250,351,421,519,582,626,619,622,613,452,402,.,.,.,.,.,.
RUS,1982,1,short,1,2,107,110,104,78,108,115,155,248,463,1134,2102,4241,6488,9433,12421,13999,14678,13011,9657,.,.,.,.,.,.
RUS,1982,1,short,1,3,67,5,4,5,5,5,5,5,6,8,9,9,14,24,30,31,30,27,17,.,.,.,.,.,.
RUS,1982,1,short,1,4,112,9,4,4,4,6,13,17,26,23,34,48,72,88,126,150,117,126,82,.,.,.,.,.,.
RUS,1982,1,short,1,5,3,6,16,11,16,16,36,59,93,119,133,142,133,113,88,57,56,75,46,.,.,.,.,.,.
RUS,1982,1,short,1,6,410,94,48,41,64,61,59,74,90,112,112,122,133,120,102,125,163,207,202,.,.,.,.,.,.
RUS,1982,1,short,1,7,61,10,7,12,57,102,227,527,1036,1965,2902,4569,6469,10320,15599,23860,38756,65821,111930,.,.,.,.,.,.
RUS,1982,1,short,1,8,3,1,3,1,9,19,48,100,197,420,742,1443,2680,5376,9240,15137,24638,38741,62482,.,.,.,.,.,.
RUS,1982,1,short,1,9,3,0,2,1,3,7,7,17,26,49,88,158,306,660,1217,2387,4430,8655,17582,.,.,.,.,.,.
RUS,1982,1,short,1,10,6702,373,30,24,30,26,45,86,139,251,363,537,655,827,1060,1323,1744,1968,2292,.,.,.,.,.,.
RUS,1982,1,short,1,11,89,18,7,8,13,24,34,63,100,232,444,859,1374,2171,3414,5347,8212,11535,15415,.,.,.,.,.,.
RUS,1982,1,short,1,12,349,35,10,12,28,46,94,168,272,431,544,746,989,1305,1524,1790,2124,2309,2471,.,.,.,.,.,.
RUS,1982,1,short,1,13,31,7,5,5,6,9,11,14,19,23,22,37,44,59,62,64,60,67,107,.,.,.,.,.,.
RUS,1982,1,short,1,14,21,4,5,7,19,34,39,49,72,91,128,169,219,351,560,892,1517,2062,2356,.,.,.,.,.,.
RUS,1982,1,short,1,15,20536,136,41,27,31,21,16,12,9,12,15,14,13,15,15,13,12,15,23,.,.,.,.,.,.
RUS,1982,1,short,1,16,1141,505,461,381,1270,2522,3276,3567,3835,4491,4510,4551,3710,3004,2711,2615,2873,3430,4759,.,.,.,.,.,.
RUS,1983,1,short,1,0,32425,1513,764,609,1669,2944,3995,5258,6360,9805,12552,18539,24803,34733,50334,70161,103270,152166,239836,.,.,.,.,.,.
RUS,1983,1,short,1,1,2837,171,19,13,31,52,94,177,226,353,394,500,558,548,626,586,556,456,453,.,.,.,.,.,.
RUS,1983,1,short,1,2,94,107,93,71,97,110,150,256,447,1169,2097,4264,6674,9287,12498,14335,15578,13875,10254,.,.,.,.,.,.
RUS,1983,1,short,1,3,67,7,4,3,7,6,2,4,6,8,8,11,14,22,25,43,27,38,31,.,.,.,.,.,.
RUS,1983,1,short,1,4,77,7,3,3,6,7,12,20,23,25,38,42,62,98,134,145,154,100,77,.,.,.,.,.,.
RUS,1983,1,short,1,5,1,9,15,11,16,11,33,57,77,119,135,137,137,87,76,69,74,90,138,.,.,.,.,.,.
RUS,1983,1,short,1,6,399,101,48,32,64,58,61,81,96,105,127,123,127,126,117,124,116,223,376,.,.,.,.,.,.
RUS,1983,1,short,1,7,56,14,5,12,52,98,225,532,995,1983,2929,4670,6805,10737,16524,24953,40454,67276,117490,.,.,.,.,.,.
RUS,1983,1,short,1,8,3,1,2,1,7,20,47,102,184,434,739,1541,2772,5253,9268,15153,25020,39486,63836,.,.,.,.,.,.
RUS,1983,1,short,1,9,2,1,1,1,3,4,7,18,23,52,86,170,297,695,1331,2629,4569,9225,18765,.,.,.,.,.,.
RUS,1983,1,short,1,10,6278,381,35,20,36,32,51,91,141,267,346,549,709,895,1098,1345,1780,2064,2330,.,.,.,.,.,.
RUS,1983,1,short,1,11,84,18,6,11,16,21,36,63,97,232,422,892,1452,2283,3490,5292,8246,11369,15809,.,.,.,.,.,.
RUS,1983,1,short,1,12,322,26,7,10,28,45,94,183,292,452,572,798,1030,1364,1635,1866,2214,2395,2380,.,.,.,.,.,.
RUS,1983,1,short,1,13,26,6,2,6,6,6,12,14,16,29,32,40,48,54,59,68,84,78,100,.,.,.,.,.,.
RUS,1983,1,short,1,14,10,4,4,8,18,29,38,58,73,108,139,172,231,324,585,886,1412,2264,2707,.,.,.,.,.,.
RUS,1983,1,short,1,15,21052,143,50,30,32,20,17,17,11,11,11,16,12,20,13,10,14,10,17,.,.,.,.,.,.
RUS,1983,1,short,1,16,1117,518,471,376,1249,2426,3117,3585,3650,4461,4477,4615,3875,2941,2854,2659,2971,3219,5073,.,.,.,.,.,.
RUS,1984,1,short,1,0,31389,1587,763,623,1634,3009,4037,5285,6752,10295,13257,19203,25554,35881,51078,72595,106448,161421,253046,.,.,.,.,.,.
RUS,1984,1,short,1,1,2794,184,23,17,35,58,102,186,247,402,428,528,522,556,567,574,528,556,491,.,.,.,.,.,.
RUS,1984,1,short,1,2,103,108,95,74,104,110,140,255,478,1182,2169,4217,6874,9283,12554,14591,15515,14281,10935,.,.,.,.,.,.
RUS,1984,1,short,1,3,61,6,3,3,5,4,4,5,5,8,9,15,17,19,30,42,54,54,15,.,.,.,.,.,.
RUS,1984,1,short,1,4,95,9,1,2,8,7,10,21,28,32,38,53,73,100,147,191,163,151,93,.,.,.,.,.,.
RUS,1984,1,short,1,5,2,8,16,9,13,17,32,63,88,117,138,145,141,110,83,46,60,74,194,.,.,.,.,.,.
RUS,1984,1,short,1,6,432,95,54,40,67,57,62,85,96,127,127,138,145,150,133,121,156,194,370,.,.,.,.,.,.
RUS,1984,1,short,1,7,63,12,8,9,56,99,226,552,1063,2075,3167,4908,7004,11177,16826,25864,41694,70784,122117,.,.,.,.,.,.
RUS,1984,1,short,1,8,5,1,2,2,10,22,43,101,206,471,793,1634,2850,5519,9596,16029,26140,42169,69689,.,.,.,.,.,.
RUS,1984,1,short,1,9,2,2,1,1,3,7,6,15,27,53,86,171,323,691,1335,2655,5033,9810,19440,.,.,.,.,.,.
RUS,1984,1,short,1,10,6159,423,37,26,35,38,52,104,159,289,382,567,694,883,1057,1328,1734,2208,2494,.,.,.,.,.,.
RUS,1984,1,short,1,11,109,18,6,10,21,19,35,61,104,262,438,932,1474,2278,3574,5407,8527,12418,17399,.,.,.,.,.,.
RUS,1984,1,short,1,12,281,29,9,7,24,46,96,187,278,460,604,819,1035,1427,1649,1911,2260,2617,2768,.,.,.,.,.,.
RUS,1984,1,short,1,13,24,6,3,6,5,8,10,14,17,27,29,34,43,52,64,76,71,74,62,.,.,.,.,.,.
RUS,1984,1,short,1,14,19,4,4,7,20,30,47,60,78,110,148,193,253,350,569,973,1519,2343,2676,.,.,.,.,.,.
RUS,1984,1,short,1,15,20128,146,45,33,31,26,17,18,16,14,17,16,15,12,14,18,16,15,28,.,.,.,.,.,.
RUS,1984,1,short,1,16,1112,535,456,378,1196,2461,3155,3556,3860,4665,4684,4830,4089,3272,2878,2767,2979,3674,4274,.,.,.,.,.,.
RUS,1985,1,short,1,0,30439,1519,730,603,1486,2679,3440,4495,5809,8914,11854,17653,24570,34447,49476,73044,106830,158933,252031,.,.,.,.,.,.
RUS,1985,1,short,1,1,2445,175,22,12,33,59,103,184,244,388,404,492,539,572,543,560,522,453,353,.,.,.,.,.,.
RUS,1985,1,short,1,2,101,103,87,82,106,107,136,241,477,1145,2152,4182,6936,9523,12464,14702,15597,14004,11168,.,.,.,.,.,.
RUS,1985,1,short,1,3,48,6,3,4,6,6,5,4,7,7,9,13,19,16,40,44,36,51,47,.,.,.,.,.,.
RUS,1985,1,short,1,4,77,7,3,3,6,8,14,18,22,27,39,51,78,97,144,192,173,111,117,.,.,.,.,.,.
RUS,1985,1,short,1,5,3,6,16,10,14,16,24,42,74,96,116,124,143,100,74,62,68,84,187,.,.,.,.,.,.
RUS,1985,1,short,1,6,405,101,49,41,60,57,58,72,88,103,119,127,122,130,125,133,145,209,231,.,.,.,.,.,.
RUS,1985,1,short,1,7,84,10,9,11,46,97,196,475,981,1936,2916,4574,6698,10474,16010,25723,41513,69110,120876,.,.,.,.,.,.
RUS,1985,1,short,1,8,10,1,1,3,7,17,40,88,179,391,719,1554,2827,5307,9370,16292,26528,42567,69104,.,.,.,.,.,.
RUS,1985,1,short,1,9,2,1,1,0,3,4,8,14,23,47,85,164,319,664,1297,2683,4852,9286,19719,.,.,.,.,.,.
RUS,1985,1,short,1,10,5364,398,35,20,35,33,46,83,129,245,324,500,655,826,1025,1325,1629,2070,2598,.,.,.,.,.,.
RUS,1985,1,short,1,11,98,18,7,12,15,17,27,52,93,223,387,876,1489,2400,3636,5768,8918,12931,17484,.,.,.,.,.,.
RUS,1985,1,short,1,12,255,22,12,9,26,43,72,153,235,389,530,745,958,1337,1679,2015,2371,2553,2506,.,.,.,.,.,.
RUS,1985,1,short,1,13,34,6,2,5,8,10,8,13,18,20,26,35,49,64,61,63,83,64,86,.,.,.,.,.,.
RUS,1985,1,short,1,14,11,5,4,9,18,30,40,57,74,120,130,182,239,332,564,1017,1646,2203,3154,.,.,.,.,.,.
RUS,1985,1,short,1,15,20507,138,48,29,30,23,20,14,15,15,14,16,15,15,14,14,21,22,28,.,.,.,.,.,.
RUS,1985,1,short,1,16,996,522,432,354,1073,2152,2644,2986,3150,3763,3882,4016,3483,2589,2430,2451,2729,3217,4376,.,.,.,.,.,.
RUS,1986,1,short,1,0,29330,1362,717,572,1285,2200,2626,3334,4479,6669,9908,14466,21723,31085,45440,68106,100125,147372,239272,.,.,.,.,.,.
RUS,1986,1,short,1,1,2042,163,16,10,29,43,83,147,195,285,350,371,424,449,438,463,476,402,533,.,.,.,.,.,.
RUS,1986,1,short,1,2,114,113,98,77,101,114,146,216,499,1097,2255,4110,7041,9605,12682,15399,16250,14750,11855,.,.,.,.,.,.
RUS,1986,1,short,1,3,56,7,3,3,5,5,4,5,5,8,7,11,13,19,40,36,45,45,54,.,.,.,.,.,.
RUS,1986,1,short,1,4,98,7,2,3,5,6,11,17,16,25,35,46,66,104,138,178,177,172,93,.,.,.,.,.,.
RUS,1986,1,short,1,5,0,7,15,10,16,11,13,27,36,47,61,71,66,61,45,62,85,92,170,.,.,.,.,.,.
RUS,1986,1,short,1,6,423,87,53,41,53,49,49,57,68,79,95,97,118,120,118,125,124,216,294,.,.,.,.,.,.
RUS,1986,1,short,1,7,60,14,8,11,49,78,159,408,872,1636,2691,3989,6013,9290,14571,23367,38109,62498,114463,.,.,.,.,.,.
RUS,1986,1,short,1,8,13,1,2,4,11,23,34,69,162,330,639,1315,2545,4951,8676,15430,25361,40370,67267,.,.,.,.,.,.
RUS,1986,1,short,1,9,3,0,0,1,2,6,7,11,20,46,73,146,284,587,1185,2388,4456,8544,17245,.,.,.,.,.,.
RUS,1986,1,short,1,10,4231,310,26,15,33,30,30,40,68,117,187,304,417,555,671,981,1278,1609,1963,.,.,.,.,.,.
RUS,1986,1,short,1,11,90,17,5,8,13,17,21,39,69,134,296,648,1174,1885,2894,4864,7466,10673,14973,.,.,.,.,.,.
RUS,1986,1,short,1,12,213,22,8,6,19,32,54,99,161,260,406,591,840,1119,1529,1864,2282,2658,2891,.,.,.,.,.,.
RUS,1986,1,short,1,13,27,3,2,3,5,7,8,8,13,21,21,29,37,48,72,57,65,83,70,.,.,.,.,.,.
RUS,1986,1,short,1,14,19,4,5,7,20,34,33,48,70,88,116,156,229,331,557,916,1589,2309,3050,.,.,.,.,.,.
RUS,1986,1,short,1,15,21053,141,42,25,24,23,15,13,12,14,13,14,15,13,11,12,11,8,34,.,.,.,.,.,.
RUS,1986,1,short,1,16,890,466,430,348,899,1723,1960,2129,2215,2481,2660,2570,2441,1949,1812,1968,2348,2942,4319,.,.,.,.,.,.
RUS,1987,1,short,1,0,29741,1238,692,578,1243,2095,2622,3260,4355,6326,9937,14324,22008,31410,46061,69157,98687,150980,238571,.,.,.,.,.,.
RUS,1987,1,short,1,1,1907,137,17,10,24,40,85,142,201,260,347,356,411,408,466,439,455,411,534,.,.,.,.,.,.
RUS,1987,1,short,1,2,90,102,87,80,86,111,139,223,479,1042,2292,4083,7085,9947,12929,15507,16183,15486,12367,.,.,.,.,.,.
RUS,1987,1,short,1,3,64,6,4,5,5,5,3,3,3,6,9,10,15,20,23,37,42,45,1,.,.,.,.,.,.
RUS,1987,1,short,1,4,104,7,3,3,4,6,10,14,20,27,32,49,83,101,171,175,182,188,165,.,.,.,.,.,.
RUS,1987,1,short,1,5,0,5,14,8,14,12,14,21,32,48,58,50,53,55,43,39,47,84,166,.,.,.,.,.,.
RUS,1987,1,short,1,6,421,96,52,40,54,51,49,58,63,77,98,101,121,118,123,123,131,164,237,.,.,.,.,.,.
RUS,1987,1,short,1,7,50,9,8,12,43,68,163,392,864,1574,2791,4126,6250,9449,14630,23859,36944,62363,111654,.,.,.,.,.,.
RUS,1987,1,short,1,8,8,1,1,2,10,21,39,75,139,302,648,1280,2630,4874,8777,15520,25069,41431,68038,.,.,.,.,.,.
RUS,1987,1,short,1,9,6,1,1,1,2,3,7,11,20,46,77,157,304,643,1259,2586,4557,9657,17670,.,.,.,.,.,.
RUS,1987,1,short,1,10,3946,256,27,15,24,23,22,34,50,84,169,246,386,488,668,898,1205,1620,1894,.,.,.,.,.,.
RUS,1987,1,short,1,11,84,18,6,6,13,16,23,35,57,124,275,587,1194,1879,3015,4883,7280,11028,14426,.,.,.,.,.,.
RUS,1987,1,short,1,12,154,21,7,5,19,28,41,79,139,239,391,561,820,1141,1612,2057,2488,2816,2994,.,.,.,.,.,.
RUS,1987,1,short,1,13,26,3,3,4,5,7,7,10,14,16,23,29,35,43,56,74,80,102,106,.,.,.,.,.,.
RUS,1987,1,short,1,14,22,4,5,6,17,28,35,46,61,80,121,158,219,331,570,979,1667,2449,3602,.,.,.,.,.,.
RUS,1987,1,short,1,15,21993,138,45,25,28,21,14,13,12,13,17,17,13,12,15,12,17,16,18,.,.,.,.,.,.
RUS,1987,1,short,1,16,866,437,412,354,897,1654,1971,2105,2199,2390,2592,2512,2391,1899,1706,1966,2341,3119,4700,.,.,.,.,.,.
RUS,1988,1,short,1,0,27930,1315,709,620,1381,2365,2870,3584,4629,6353,10304,14219,22104,31947,45673,68622,100179,150052,236946,.,.,.,.,.,.
RUS,1988,1,short,1,1,1771,135,18,9,24,39,77,142,194,248,341,366,416,428,433,425,417,407,368,.,.,.,.,.,.
