country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
RUS,1985,2,short,1,13,30,4,1,5,8,11,14,17,24,27,35,46,54,64,70,63,55,57,58,.,.,.,.,.,.
RUS,1985,2,short,1,14,20,5,5,8,28,75,76,83,104,92,99,136,174,219,258,266,288,231,246,.,.,.,.,.,.
RUS,1985,2,short,1,15,14555,133,33,25,26,15,16,11,12,9,14,15,13,11,13,6,8,5,13,.,.,.,.,.,.
RUS,1985,2,short,1,16,806,342,185,123,273,298,355,478,599,807,873,1011,926,863,891,940,1219,1764,2278,.,.,.,.,.,.
RUS,1986,2,short,1,0,21471,1061,404,307,529,630,748,1021,1449,2266,3423,5323,8432,13443,21952,37642,63579,108734,197625,.,.,.,.,.,.
RUS,1986,2,short,1,1,1601,147,15,10,11,23,28,34,32,47,44,57,65,82,86,116,144,146,185,.,.,.,.,.,.
RUS,1986,2,short,1,2,102,91,66,57,67,92,136,252,470,797,1289,1845,2828,3915,5168,6543,7201,6972,5649,.,.,.,.,.,.
RUS,1986,2,short,1,3,42,5,3,2,2,3,4,4,5,6,8,11,15,25,22,32,37,26,14,.,.,.,.,.,.
RUS,1986,2,short,1,4,77,8,3,5,7,6,10,12,10,18,25,51,90,150,194,251,223,193,119,.,.,.,.,.,.
RUS,1986,2,short,1,5,1,5,13,4,10,8,7,5,11,11,20,21,20,25,21,39,66,100,181,.,.,.,.,.,.
RUS,1986,2,short,1,6,270,66,37,26,37,40,38,40,44,55,60,67,60,67,67,67,73,118,190,.,.,.,.,.,.
RUS,1986,2,short,1,7,70,10,8,9,21,36,53,92,153,314,570,1097,2011,3795,7283,14010,26201,48885,96653,.,.,.,.,.,.
RUS,1986,2,short,1,8,3,2,2,3,6,16,17,29,76,180,387,855,1637,3133,5770,11243,20762,36757,65183,.,.,.,.,.,.
RUS,1986,2,short,1,9,4,1,2,0,2,2,4,9,8,13,28,53,97,236,578,1422,3116,7033,16601,.,.,.,.,.,.
RUS,1986,2,short,1,10,3316,241,30,14,18,19,14,18,21,33,37,55,92,130,213,330,537,760,1096,.,.,.,.,.,.
RUS,1986,2,short,1,11,76,15,4,9,9,12,15,22,29,50,77,149,242,416,734,1370,2315,4174,7515,.,.,.,.,.,.
RUS,1986,2,short,1,12,131,19,6,6,13,18,23,34,52,79,131,209,355,516,747,1017,1345,1589,1658,.,.,.,.,.,.
RUS,1986,2,short,1,13,19,3,3,4,11,11,13,14,20,24,33,38,55,61,66,67,57,58,73,.,.,.,.,.,.
RUS,1986,2,short,1,14,8,4,4,7,33,67,76,92,100,85,88,123,167,214,266,272,270,261,282,.,.,.,.,.,.
RUS,1986,2,short,1,15,15005,139,41,22,21,17,12,10,11,12,12,11,14,8,7,7,6,6,13,.,.,.,.,.,.
RUS,1986,2,short,1,16,747,306,166,128,260,263,296,354,409,542,614,679,686,670,730,857,1227,1656,2214,.,.,.,.,.,.
RUS,1987,2,short,1,0,21423,985,379,308,513,598,722,961,1399,2128,3350,5235,8410,13409,22483,38479,63808,111157,198205,.,.,.,.,.,.
RUS,1987,2,short,1,1,1441,119,15,13,13,24,28,31,32,40,44,59,64,82,91,115,126,166,153,.,.,.,.,.,.
RUS,1987,2,short,1,2,104,89,66,57,68,84,137,251,446,765,1293,1882,2846,3875,5278,6575,7393,7198,5883,.,.,.,.,.,.
RUS,1987,2,short,1,3,43,7,3,3,4,2,2,4,4,3,8,10,14,20,23,39,39,29,26,.,.,.,.,.,.
RUS,1987,2,short,1,4,75,7,2,3,9,7,10,11,15,20,25,53,94,169,234,258,267,223,156,.,.,.,.,.,.
RUS,1987,2,short,1,5,2,3,9,5,7,7,5,8,10,12,17,22,23,22,22,39,59,99,144,.,.,.,.,.,.
RUS,1987,2,short,1,6,306,70,39,30,33,35,32,41,44,52,59,62,64,64,78,58,69,87,157,.,.,.,.,.,.
RUS,1987,2,short,1,7,57,14,9,9,23,36,53,84,157,303,547,1080,2019,3826,7367,14372,25923,49219,95053,.,.,.,.,.,.
RUS,1987,2,short,1,8,14,1,2,4,6,12,20,33,67,168,361,808,1575,3105,6029,11456,20717,37788,66671,.,.,.,.,.,.
RUS,1987,2,short,1,9,2,1,2,1,3,3,4,7,10,19,35,57,121,247,612,1541,3322,7697,17298,.,.,.,.,.,.
RUS,1987,2,short,1,10,2996,211,21,11,14,11,13,16,20,26,31,51,85,127,203,338,494,772,1038,.,.,.,.,.,.
RUS,1987,2,short,1,11,58,13,5,5,10,9,11,20,24,44,70,140,256,411,710,1352,2330,4040,7020,.,.,.,.,.,.
RUS,1987,2,short,1,12,112,16,5,6,12,19,22,34,51,79,127,207,345,517,749,1075,1452,1739,1896,.,.,.,.,.,.
RUS,1987,2,short,1,13,20,3,2,5,8,12,12,14,19,22,32,39,56,66,72,60,70,64,68,.,.,.,.,.,.
RUS,1987,2,short,1,14,9,5,3,7,29,68,72,78,89,75,87,115,167,220,273,302,314,264,328,.,.,.,.,.,.
RUS,1987,2,short,1,15,15485,131,34,26,19,16,16,10,11,9,13,15,13,12,10,5,8,7,6,.,.,.,.,.,.
RUS,1987,2,short,1,16,698,294,161,123,254,254,286,319,397,493,603,638,667,646,733,897,1223,1767,2310,.,.,.,.,.,.
RUS,1988,2,short,1,0,20414,1021,394,314,608,666,745,990,1452,2127,3484,5029,8295,13496,22340,37903,63564,111366,203362,.,.,.,.,.,.
RUS,1988,2,short,1,1,1410,122,11,10,14,25,23,30,36,36,45,48,66,82,87,106,137,151,195,.,.,.,.,.,.
RUS,1988,2,short,1,2,108,90,64,50,71,86,141,245,450,764,1297,1830,2791,3954,5299,6632,7414,7439,6061,.,.,.,.,.,.
RUS,1988,2,short,1,3,52,8,3,2,3,4,4,2,4,5,6,10,19,21,33,40,38,39,16,.,.,.,.,.,.
RUS,1988,2,short,1,4,67,12,5,4,7,9,12,14,14,18,37,55,114,193,287,307,326,273,178,.,.,.,.,.,.
RUS,1988,2,short,1,5,0,2,9,7,11,8,6,9,9,16,12,15,17,20,24,25,53,82,140,.,.,.,.,.,.
RUS,1988,2,short,1,6,284,75,42,29,38,34,36,36,47,55,68,66,61,70,80,72,80,109,132,.,.,.,.,.,.
RUS,1988,2,short,1,7,81,13,5,6,27,38,51,84,160,294,591,1006,1963,3764,7111,13653,25203,47637,94846,.,.,.,.,.,.
RUS,1988,2,short,1,8,11,2,1,4,10,18,22,32,77,158,364,744,1563,3066,5970,11446,20875,38504,69506,.,.,.,.,.,.
RUS,1988,2,short,1,9,3,2,0,0,1,5,4,7,11,24,34,52,116,269,613,1596,3480,8269,19050,.,.,.,.,.,.
RUS,1988,2,short,1,10,2923,231,22,14,13,14,14,17,18,23,32,48,85,124,199,312,509,760,1193,.,.,.,.,.,.
RUS,1988,2,short,1,11,77,12,3,6,9,10,13,20,27,45,71,138,244,427,743,1392,2394,4190,7424,.,.,.,.,.,.
RUS,1988,2,short,1,12,110,15,7,9,12,22,19,34,44,74,136,200,346,523,765,1035,1431,1719,1893,.,.,.,.,.,.
RUS,1988,2,short,1,13,20,3,3,3,8,11,12,14,19,23,28,40,54,66,66,64,67,62,66,.,.,.,.,.,.
RUS,1988,2,short,1,14,22,4,5,8,33,67,64,81,82,78,90,128,170,228,294,302,307,307,305,.,.,.,.,.,.
RUS,1988,2,short,1,15,14581,135,36,19,13,14,9,6,10,9,13,14,10,11,10,5,9,9,11,.,.,.,.,.,.
RUS,1988,2,short,1,16,666,295,180,142,339,301,313,357,446,505,661,634,677,680,758,916,1243,1816,2344,.,.,.,.,.,.
RUS,1989,2,short,1,0,19204,904,395,320,643,705,787,1021,1513,2262,3592,5231,8447,13164,21636,36795,61171,104438,191455,.,.,.,.,.,.
RUS,1989,2,short,1,1,1204,100,12,9,10,22,27,27,26,39,36,49,59,74,86,95,132,128,128,.,.,.,.,.,.
RUS,1989,2,short,1,2,81,85,63,54,70,91,139,253,473,780,1314,1864,2786,3876,5212,6701,7692,7506,6221,.,.,.,.,.,.
RUS,1989,2,short,1,3,39,7,2,2,4,3,3,4,4,6,5,10,16,19,28,37,42,43,11,.,.,.,.,.,.
RUS,1989,2,short,1,4,76,11,4,5,14,14,14,13,15,25,28,70,132,210,337,386,419,314,181,.,.,.,.,.,.
RUS,1989,2,short,1,5,2,6,11,5,8,8,6,7,11,17,16,20,22,18,23,28,61,105,173,.,.,.,.,.,.
RUS,1989,2,short,1,6,289,61,39,29,35,36,36,36,43,60,56,64,72,72,79,77,89,118,197,.,.,.,.,.,.
RUS,1989,2,short,1,7,70,10,6,9,24,36,52,81,156,308,614,1043,2042,3701,6858,13115,23717,43649,87089,.,.,.,.,.,.
RUS,1989,2,short,1,8,9,3,2,3,13,21,20,29,71,161,383,764,1537,2865,5554,10701,19520,35474,64803,.,.,.,.,.,.
RUS,1989,2,short,1,9,3,2,1,0,1,5,5,7,12,21,32,63,123,279,645,1669,3765,8908,20608,.,.,.,.,.,.
RUS,1989,2,short,1,10,2334,168,17,9,13,12,11,12,17,19,34,45,73,105,158,279,415,603,927,.,.,.,.,.,.
RUS,1989,2,short,1,11,56,10,2,6,10,11,16,19,30,47,87,135,263,437,730,1316,2186,3738,6627,.,.,.,.,.,.
RUS,1989,2,short,1,12,97,9,5,6,10,17,20,31,47,87,134,213,325,491,778,1044,1427,1705,1799,.,.,.,.,.,.
RUS,1989,2,short,1,13,13,4,2,3,10,12,11,14,17,22,27,45,59,70,80,76,70,80,71,.,.,.,.,.,.
RUS,1989,2,short,1,14,8,4,4,4,31,62,64,68,78,85,90,129,182,225,287,329,351,299,255,.,.,.,.,.,.
RUS,1989,2,short,1,15,14277,128,36,16,12,12,11,8,8,9,12,14,11,9,12,8,9,8,7,.,.,.,.,.,.
RUS,1989,2,short,1,16,646,297,189,159,378,342,353,412,504,575,725,705,746,713,771,935,1279,1759,2358,.,.,.,.,.,.
RUS,1990,2,short,1,0,19022,855,372,291,627,715,773,1052,1550,2370,3778,5391,8620,13519,21983,37080,62269,107367,197912,.,.,.,.,.,.
RUS,1990,2,short,1,1,1153,77,9,6,10,22,25,26,35,37,40,45,59,70,78,94,111,107,165,.,.,.,.,.,.
RUS,1990,2,short,1,2,112,83,65,54,70,86,136,242,456,828,1351,1905,2759,3888,5304,6711,7711,7594,6306,.,.,.,.,.,.
RUS,1990,2,short,1,3,53,6,2,3,4,3,3,2,3,6,7,11,14,17,23,33,36,34,25,.,.,.,.,.,.
RUS,1990,2,short,1,4,65,8,3,5,11,14,14,17,19,26,42,76,150,249,367,436,462,375,210,.,.,.,.,.,.
RUS,1990,2,short,1,5,1,4,11,5,8,8,8,9,10,16,26,25,24,24,27,27,58,102,201,.,.,.,.,.,.
RUS,1990,2,short,1,6,225,60,37,30,31,33,29,39,48,52,74,70,66,74,85,83,106,140,233,.,.,.,.,.,.
RUS,1990,2,short,1,7,65,7,6,5,25,31,44,85,163,327,654,1119,2138,3800,7004,13214,24029,44392,87862,.,.,.,.,.,.
RUS,1990,2,short,1,8,14,2,2,2,8,18,25,33,67,166,382,724,1530,2940,5538,10711,19838,36720,67864,.,.,.,.,.,.
RUS,1990,2,short,1,9,3,0,1,1,1,5,4,6,11,23,33,59,129,301,657,1717,4032,9725,23169,.,.,.,.,.,.
RUS,1990,2,short,1,10,2081,133,15,9,12,9,9,11,16,19,36,45,72,105,167,277,411,624,979,.,.,.,.,.,.
RUS,1990,2,short,1,11,46,6,2,3,9,14,14,17,27,45,87,139,262,427,765,1323,2267,3570,6450,.,.,.,.,.,.
RUS,1990,2,short,1,12,78,11,4,7,12,22,19,31,56,92,144,217,353,516,765,1025,1452,1789,1839,.,.,.,.,.,.
RUS,1990,2,short,1,13,13,2,1,2,8,10,11,13,22,23,26,42,58,69,83,81,85,79,68,.,.,.,.,.,.
RUS,1990,2,short,1,14,11,3,2,5,32,56,52,68,79,77,96,122,179,243,312,326,352,321,281,.,.,.,.,.,.
RUS,1990,2,short,1,15,14473,140,35,18,15,14,9,9,10,11,12,13,13,11,11,8,9,7,7,.,.,.,.,.,.
RUS,1990,2,short,1,16,630,313,176,136,376,372,372,443,528,625,767,781,811,785,796,1014,1309,1789,2252,.,.,.,.,.,.
RUS,1991,2,short,1,0,19189,862,400,333,662,740,865,1110,1607,2505,3792,5475,8620,13633,21963,36683,62195,105713,195321,.,.,.,.,.,.
RUS,1991,2,short,1,1,994,78,10,6,13,21,26,32,33,40,43,48,61,60,73,99,112,96,159,.,.,.,.,.,.
RUS,1991,2,short,1,2,90,90,62,50,73,100,142,251,468,844,1319,1924,2721,3922,5249,6746,7726,7518,6353,.,.,.,.,.,.
RUS,1991,2,short,1,3,40,10,3,3,4,4,3,4,4,4,6,10,13,20,34,26,38,28,24,.,.,.,.,.,.
RUS,1991,2,short,1,4,65,8,4,6,10,14,18,15,17,26,51,76,164,271,423,475,490,389,228,.,.,.,.,.,.
RUS,1991,2,short,1,5,3,4,14,10,13,12,11,11,14,17,24,19,25,28,31,37,55,110,204,.,.,.,.,.,.
RUS,1991,2,short,1,6,248,62,39,29,36,33,40,46,54,69,73,72,77,75,85,90,106,157,291,.,.,.,.,.,.
RUS,1991,2,short,1,7,58,9,4,6,20,37,55,87,169,345,661,1133,2138,3897,6934,13017,23914,43422,85473,.,.,.,.,.,.
RUS,1991,2,short,1,8,12,1,2,2,11,17,22,39,72,178,401,726,1537,2934,5647,10529,20078,36504,68406,.,.,.,.,.,.
RUS,1991,2,short,1,9,1,1,1,1,2,3,3,8,12,26,37,61,129,317,687,1745,4182,10016,23573,.,.,.,.,.,.
RUS,1991,2,short,1,10,2284,126,15,11,12,9,11,12,17,26,34,45,67,94,135,235,361,550,852,.,.,.,.,.,.
RUS,1991,2,short,1,11,41,8,3,4,9,10,15,20,29,43,72,127,246,403,693,1211,1994,3137,5503,.,.,.,.,.,.
RUS,1991,2,short,1,12,111,10,4,5,8,17,21,30,60,82,146,222,364,492,750,1043,1440,1688,1801,.,.,.,.,.,.
RUS,1991,2,short,1,13,13,2,2,4,11,9,13,16,15,27,31,41,59,65,85,93,89,86,63,.,.,.,.,.,.
RUS,1991,2,short,1,14,10,3,3,3,32,54,60,66,71,79,98,119,180,237,303,343,326,298,262,.,.,.,.,.,.
RUS,1991,2,short,1,15,14505,124,34,20,12,15,11,10,9,11,17,15,12,10,10,9,9,6,8,.,.,.,.,.,.
RUS,1991,2,short,1,16,712,329,200,173,396,384,413,463,562,686,780,839,830,805,825,986,1275,1708,2121,.,.,.,.,.,.
RUS,1992,2,short,1,0,19196,846,392,335,724,841,972,1268,1875,2838,4212,6103,9118,14380,22518,37796,63364,105169,197082,.,.,.,.,.,.
RUS,1992,2,short,1,1,885,63,13,8,13,20,27,32,35,43,50,52,64,70,85,88,104,144,135,.,.,.,.,.,.
RUS,1992,2,short,1,2,95,80,60,55,74,93,146,254,467,818,1341,2003,2713,3948,5356,6814,7940,7643,6295,.,.,.,.,.,.
RUS,1992,2,short,1,3,37,7,2,2,5,3,4,4,4,9,8,14,12,19,27,35,42,37,33,.,.,.,.,.,.
RUS,1992,2,short,1,4,77,7,3,5,10,15,26,20,25,29,48,81,172,284,434,507,493,373,274,.,.,.,.,.,.
RUS,1992,2,short,1,5,4,6,13,10,13,14,16,14,16,25,32,32,32,33,37,48,73,131,248,.,.,.,.,.,.
RUS,1992,2,short,1,6,294,60,36,34,41,37,42,43,57,65,84,81,75,83,81,108,115,118,173,.,.,.,.,.,.
RUS,1992,2,short,1,7,87,9,5,6,22,39,59,110,229,434,739,1273,2352,4163,7147,13204,24098,42828,84778,.,.,.,.,.,.
RUS,1992,2,short,1,8,10,1,1,2,11,18,26,40,78,190,406,819,1613,3124,5737,11145,20619,36403,70199,.,.,.,.,.,.
RUS,1992,2,short,1,9,4,0,1,1,1,4,5,9,12,19,39,62,121,319,714,1816,4245,10141,24612,.,.,.,.,.,.
RUS,1992,2,short,1,10,2178,107,13,8,13,11,10,13,20,30,39,50,65,95,152,229,343,483,682,.,.,.,.,.,.
RUS,1992,2,short,1,11,42,5,1,4,9,12,13,20,29,48,71,135,239,422,693,1199,2019,3014,5227,.,.,.,.,.,.
RUS,1992,2,short,1,12,99,12,4,8,13,21,27,37,74,114,185,251,378,540,762,1105,1525,1763,1885,.,.,.,.,.,.
RUS,1992,2,short,1,13,7,1,1,4,11,12,12,16,22,26,28,43,63,73,83,82,95,63,96,.,.,.,.,.,.
RUS,1992,2,short,1,14,16,5,4,5,29,60,57,59,80,73,93,127,189,240,287,319,317,301,292,.,.,.,.,.,.
RUS,1992,2,short,1,15,14604,130,39,21,16,12,12,8,11,11,13,11,19,12,10,12,8,8,8,.,.,.,.,.,.
RUS,1992,2,short,1,16,755,351,197,163,443,470,489,590,716,904,1037,1069,1009,953,915,1084,1328,1717,2145,.,.,.,.,.,.
RUS,1993,2,short,1,0,20612,986,426,366,800,983,1181,1597,2406,3683,5394,7888,10952,16677,25578,41684,69776,115081,219499,.,.,.,.,.,.
RUS,1993,2,short,1,1,1048,82,13,10,16,23,35,44,54,73,84,71,75,95,92,116,131,148,161,.,.,.,.,.,.
RUS,1993,2,short,1,2,109,82,59,58,72,91,146,268,481,836,1334,2071,2761,3915,5359,6826,7813,7529,6227,.,.,.,.,.,.
RUS,1993,2,short,1,3,49,5,3,3,3,4,4,2,5,6,10,15,14,22,32,45,47,40,29,.,.,.,.,.,.
RUS,1993,2,short,1,4,90,11,5,5,15,20,30,23,28,37,69,99,211,329,489,562,529,413,284,.,.,.,.,.,.
RUS,1993,2,short,1,5,1,7,12,7,14,13,13,16,33,50,77,61,68,56,51,49,86,139,230,.,.,.,.,.,.
RUS,1993,2,short,1,6,281,66,46,38,40,36,41,49,61,85,91,88,100,90,109,129,161,192,280,.,.,.,.,.,.
RUS,1993,2,short,1,7,94,8,6,8,22,47,80,158,335,637,1098,1897,2998,5216,8552,15192,27532,47395,95494,.,.,.,.,.,.
RUS,1993,2,short,1,8,12,1,1,2,8,19,27,46,98,229,486,1048,1918,3665,6648,12251,22564,39939,77462,.,.,.,.,.,.
RUS,1993,2,short,1,9,3,1,1,1,2,4,7,9,13,25,51,72,154,391,844,2087,4919,11544,28736,.,.,.,.,.,.
RUS,1993,2,short,1,10,2649,139,16,10,11,16,19,30,47,69,99,107,115,143,199,275,413,585,818,.,.,.,.,.,.
RUS,1993,2,short,1,11,41,7,3,5,10,11,21,22,36,58,93,160,257,490,799,1353,2253,3249,5525,.,.,.,.,.,.
RUS,1993,2,short,1,12,115,14,5,6,14,21,31,50,97,168,273,374,534,612,817,1114,1396,1690,1729,.,.,.,.,.,.
RUS,1993,2,short,1,13,11,2,1,4,7,14,14,19,22,28,38,46,68,82,101,95,98,93,91,.,.,.,.,.,.
RUS,1993,2,short,1,14,9,5,5,4,27,54,56,62,71,89,114,142,178,239,294,316,323,285,270,.,.,.,.,.,.
RUS,1993,2,short,1,15,15210,161,33,21,15,10,11,9,12,10,14,16,12,9,10,11,12,6,9,.,.,.,.,.,.
RUS,1993,2,short,1,16,889,396,217,187,526,600,644,790,1017,1281,1461,1622,1489,1323,1183,1261,1498,1832,2153,.,.,.,.,.,.
RUS,1994,2,short,1,0,20127,950,410,351,827,1017,1276,1791,2691,4197,6210,8993,12319,18394,27139,42912,72537,119596,221960,.,.,.,.,.,.
RUS,1994,2,short,1,1,1021,86,19,9,16,31,39,51,71,87,111,105,94,99,103,119,148,166,169,.,.,.,.,.,.
RUS,1994,2,short,1,2,99,77,56,51,66,91,143,262,478,848,1377,2153,2913,3973,5295,6656,7760,7414,5951,.,.,.,.,.,.
RUS,1994,2,short,1,3,54,7,2,3,5,4,4,3,4,6,8,10,14,19,23,33,29,31,19,.,.,.,.,.,.
RUS,1994,2,short,1,4,80,8,3,5,11,23,31,24,29,43,71,105,229,386,551,627,623,471,288,.,.,.,.,.,.
RUS,1994,2,short,1,5,0,9,8,7,9,10,20,27,52,79,102,96,104,83,66,70,93,157,220,.,.,.,.,.,.
RUS,1994,2,short,1,6,255,71,45,33,38,44,48,54,64,86,113,109,115,109,110,147,158,190,240,.,.,.,.,.,.
RUS,1994,2,short,1,7,57,11,7,9,28,44,89,212,415,805,1370,2250,3508,5921,9319,15737,28392,48675,94592,.,.,.,.,.,.
RUS,1994,2,short,1,8,18,1,1,3,11,17,29,50,102,247,574,1172,2108,4080,7132,12978,23832,42202,80356,.,.,.,.,.,.
RUS,1994,2,short,1,9,3,2,0,2,4,3,7,11,14,28,50,90,191,452,938,2113,5427,12683,30224,.,.,.,.,.,.
RUS,1994,2,short,1,10,2142,127,16,10,12,16,23,38,60,95,127,139,146,168,198,276,403,534,711,.,.,.,.,.,.
RUS,1994,2,short,1,11,31,8,2,4,10,14,17,25,38,65,102,170,281,511,823,1368,2281,3231,5189,.,.,.,.,.,.
RUS,1994,2,short,1,12,118,9,3,6,11,25,39,77,143,235,374,516,645,722,864,1064,1416,1630,1536,.,.,.,.,.,.
RUS,1994,2,short,1,13,14,2,1,3,10,13,16,20,25,33,40,48,70,77,97,86,96,76,70,.,.,.,.,.,.
RUS,1994,2,short,1,14,12,5,4,5,27,62,56,64,76,96,128,147,203,250,316,319,314,283,253,.,.,.,.,.,.
RUS,1994,2,short,1,15,15399,138,35,18,15,13,10,11,10,12,15,16,12,12,10,10,7,8,7,.,.,.,.,.,.
RUS,1994,2,short,1,16,824,386,210,184,553,607,706,866,1108,1433,1648,1866,1687,1531,1296,1307,1557,1845,2135,.,.,.,.,.,.
RUS,1995,2,short,1,0,19253,965,418,372,860,1053,1287,1775,2563,3887,5812,8523,11474,17239,25978,41163,68374,116233,216386,.,.,.,.,.,.
RUS,1995,2,short,1,1,999,90,19,13,21,34,52,60,73,90,120,100,92,98,105,122,131,137,152,.,.,.,.,.,.
RUS,1995,2,short,1,2,79,79,55,48,75,90,144,266,495,835,1400,2089,2838,3832,5237,6603,7518,7396,5997,.,.,.,.,.,.
RUS,1995,2,short,1,3,49,8,4,2,2,2,4,4,5,6,8,11,17,22,29,42,45,40,29,.,.,.,.,.,.
RUS,1995,2,short,1,4,69,9,3,5,14,24,26,26,29,41,67,118,223,373,548,680,617,501,350,.,.,.,.,.,.
RUS,1995,2,short,1,5,0,4,10,5,10,11,16,31,52,81,101,119,106,87,75,76,100,135,231,.,.,.,.,.,.
RUS,1995,2,short,1,6,275,71,35,39,38,41,50,50,61,91,100,100,108,115,118,147,168,225,310,.,.,.,.,.,.
RUS,1995,2,short,1,7,105,11,7,7,20,45,90,197,357,683,1191,2039,3139,5380,8673,14827,26356,46895,91286,.,.,.,.,.,.
RUS,1995,2,short,1,8,15,1,1,2,11,18,30,49,109,236,560,1141,1960,3877,6870,12620,22988,42259,80600,.,.,.,.,.,.
RUS,1995,2,short,1,9,2,1,0,1,2,3,6,8,14,24,49,85,161,394,829,1840,4678,11445,27936,.,.,.,.,.,.
RUS,1995,2,short,1,10,2167,144,23,13,13,21,22,42,57,101,122,127,141,150,199,283,388,479,659,.,.,.,.,.,.
RUS,1995,2,short,1,11,33,8,3,4,7,16,20,23,34,58,99,164,239,444,733,1203,1966,2866,4755,.,.,.,.,.,.
RUS,1995,2,short,1,12,104,13,4,7,14,22,40,81,139,237,357,523,686,771,907,1102,1416,1660,1632,.,.,.,.,.,.
RUS,1995,2,short,1,13,5,1,2,4,7,12,14,18,22,33,32,51,68,84,95,101,102,75,82,.,.,.,.,.,.
RUS,1995,2,short,1,14,18,6,3,5,25,52,57,62,71,78,112,143,186,246,289,302,352,267,271,.,.,.,.,.,.
RUS,1995,2,short,1,15,14412,150,35,19,13,11,12,8,10,11,10,16,14,11,9,9,6,6,6,.,.,.,.,.,.
RUS,1995,2,short,1,16,925,367,216,199,586,649,705,850,1036,1286,1484,1699,1496,1354,1259,1205,1544,1847,2090,.,.,.,.,.,.
RUS,1996,2,short,1,0,18370,864,374,333,813,994,1221,1580,2263,3368,5146,7530,10627,16145,24965,40132,66449,114668,211803,.,.,.,.,.,.
RUS,1996,2,short,1,1,928,73,14,6,17,34,50,58,72,74,88,91,87,89,103,104,121,132,119,.,.,.,.,.,.
RUS,1996,2,short,1,2,104,67,48,50,68,83,149,269,464,818,1404,2003,2805,3707,5075,6556,7536,7290,5812,.,.,.,.,.,.
RUS,1996,2,short,1,3,38,7,3,5,6,4,3,4,4,7,9,11,16,17,29,38,48,28,28,.,.,.,.,.,.
RUS,1996,2,short,1,4,64,5,3,3,10,21,27,27,24,41,62,110,200,367,519,653,610,463,313,.,.,.,.,.,.
RUS,1996,2,short,1,5,0,3,7,5,10,9,15,20,34,46,63,87,74,61,47,57,83,114,211,.,.,.,.,.,.
RUS,1996,2,short,1,6,240,63,46,26,33,33,38,44,61,71,89,97,97,97,116,147,198,238,314,.,.,.,.,.,.
RUS,1996,2,short,1,7,63,12,8,8,20,46,86,146,300,555,1003,1745,2837,5005,8461,14448,25664,46721,90548,.,.,.,.,.,.
RUS,1996,2,short,1,8,11,2,1,2,12,17,29,45,97,218,539,1017,1886,3691,6704,12398,22633,42092,80212,.,.,.,.,.,.
RUS,1996,2,short,1,9,0,0,0,1,2,3,6,9,16,24,46,68,146,352,750,1721,4120,10626,25032,.,.,.,.,.,.
RUS,1996,2,short,1,10,1884,144,20,12,15,19,25,33,50,74,94,113,119,140,178,236,358,446,599,.,.,.,.,.,.
RUS,1996,2,short,1,11,40,4,2,4,8,12,14,21,29,48,79,127,228,409,696,1127,1847,2791,4618,.,.,.,.,.,.
RUS,1996,2,short,1,12,107,12,7,7,14,21,37,73,125,195,301,447,571,671,815,1094,1394,1556,1599,.,.,.,.,.,.
RUS,1996,2,short,1,13,6,2,1,4,9,13,15,16,23,32,42,50,61,79,84,91,78,73,68,.,.,.,.,.,.
RUS,1996,2,short,1,14,11,5,4,5,26,49,51,51,66,77,93,140,176,229,243,296,316,271,218,.,.,.,.,.,.
RUS,1996,2,short,1,15,13975,146,30,20,12,12,8,9,9,8,14,14,14,11,11,10,8,5,3,.,.,.,.,.,.
RUS,1996,2,short,1,16,897,318,180,175,551,619,665,755,888,1078,1220,1408,1312,1218,1134,1156,1436,1824,2110,.,.,.,.,.,.
RUS,1997,2,short,1,0,18218,924,344,283,757,1000,1155,1485,2047,2954,4587,6681,10099,15380,24748,39872,67345,114866,212963,.,.,.,.,.,.
RUS,1997,2,short,1,1,863,71,12,6,20,38,51,59,74,72,79,81,74,77,87,91,121,99,103,.,.,.,.,.,.
RUS,1997,2,short,1,2,93,75,47,41,68,88,141,255,473,799,1359,1929,2820,3749,5054,6548,7664,7437,5993,.,.,.,.,.,.
RUS,1997,2,short,1,3,41,7,3,2,4,4,2,4,5,5,7,12,13,19,26,36,40,26,22,.,.,.,.,.,.
RUS,1997,2,short,1,4,67,9,5,4,8,24,27,25,22,36,59,89,183,342,485,615,590,405,279,.,.,.,.,.,.
RUS,1997,2,short,1,5,0,5,5,3,5,10,11,15,22,32,42,45,55,45,37,53,81,117,256,.,.,.,.,.,.
RUS,1997,2,short,1,6,209,75,37,26,33,37,40,41,58,65,79,91,79,93,95,118,169,190,319,.,.,.,.,.,.
RUS,1997,2,short,1,7,75,11,5,5,22,44,74,134,244,457,838,1450,2642,4689,8346,14360,25883,46637,89962,.,.,.,.,.,.
RUS,1997,2,short,1,8,18,0,1,2,9,18,25,48,96,197,486,979,1826,3517,6776,12455,23325,42891,82419,.,.,.,.,.,.
RUS,1997,2,short,1,9,7,0,0,1,2,2,7,10,12,26,40,69,139,317,743,1708,4077,10184,24709,.,.,.,.,.,.
RUS,1997,2,short,1,10,1900,156,18,11,14,18,23,37,40,62,78,91,119,126,170,253,354,453,609,.,.,.,.,.,.
RUS,1997,2,short,1,11,30,8,3,2,7,13,16,22,26,41,76,127,220,379,693,1092,1815,2641,4335,.,.,.,.,.,.
